"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"20021","5","10","71","0","2021","2","",347,4251,4319,4347,52620556,15700468,268180,940,"",0.91,0.92,0.92,0.91,0.98,0.69,0.95,1.07,"",4,1.2,39,0.9,-52,-1.2,-69,-1.6,2067194,4.1,1159894,8.0,70191,35.5,43,4.8
"20023","0","10","70","0","2021","2","",129,851,862,910,7404176,3516692,20279,651,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1,0.8,35,4.3,33,4.0,0,0.0,193460,2.7,413633,13.3,7312,56.4,0,0.0
"20023","1","10","71","0","2021","2","",5,16,13,16,178661,0,0,916,"",6.85,0.93,0.75,0.88,0.83,0.00,0.00,0.97,"",0,0.0,2,14.3,-5,-27.8,-1,-5.9,15718,9.6,0,0.0,0,0.0,149,19.4
"20023","2","10","71","0","2021","2","",3,7,7,7,72789,0,0,800,"",3.60,0.25,0.25,0.24,0.30,0.00,0.00,1.20,"",0,0.0,0,0.0,0,0.0,-3,-30.0,-4211,-5.5,0,0.0,0,0.0,60,8.1
"20023","3","10","71","0","2021","2","",12,223,237,281,1533125,1523899,2026,477,"",5.90,2.68,2.82,3.25,2.29,26.66,16.96,0.78,"",-1,-7.7,11,5.2,32,15.6,20,7.7,5482,0.4,6840,0.5,125,6.6,-43,-8.3
"20023","5","10","71","0","2021","2","",109,605,605,606,5619601,1992793,18253,714,"",0.87,0.84,0.83,0.78,0.90,0.58,0.91,1.10,"",2,1.9,22,3.8,6,1.0,-16,-2.6,176471,3.2,406793,25.6,7187,64.9,18,2.6
"20025","0","10","70","0","2021","2","",91,764,794,828,8967577,5637127,17418,867,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-1,-1.1,-40,-5.0,-5,-0.6,31,3.9,826063,10.1,424997,8.2,3476,24.9,84,10.7
"20025","1","10","71","0","2021","2","",5,10,12,8,102305,0,0,787,"",9.72,0.64,0.75,0.48,0.39,0.00,0.00,0.63,"",0,0.0,-4,-28.6,3,33.3,0,0.0,2254,2.3,0,0.0,0,0.0,42,5.6
"20025","2","10","71","0","2021","2","",5,10,10,11,102986,0,0,767,"",8.51,0.40,0.39,0.42,0.35,0.00,0.00,0.86,"",0,0.0,-2,-16.7,-2,-16.7,-2,-15.4,-21132,-17.0,0,0.0,0,0.0,-7,-0.9
"20025","3","10","71","0","2021","2","",14,388,405,415,4536690,4519973,4537,867,"",9.76,5.20,5.24,5.27,5.61,49.32,44.23,1.07,"",0,0.0,-20,-4.9,-2,-0.5,24,6.1,405234,9.8,404745,9.8,184,4.2,76,9.6
"20025","5","10","71","0","2021","2","",67,356,367,394,4225596,1117154,12881,873,"",0.76,0.55,0.54,0.56,0.56,0.20,0.75,1.01,"",-1,-1.5,-14,-3.8,-4,-1.1,9,2.3,439707,11.6,20252,1.8,3292,34.3,97,12.5
"20027","0","10","70","0","2021","2","",291,2887,2918,2937,25489121,13090265,155081,673,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",8,2.8,169,6.2,105,3.7,23,0.8,278825,1.1,-342001,-2.5,22845,17.3,-16,-2.3
"20027","1","10","71","0","2021","2","",8,33,36,34,458607,0,0,1027,"",4.86,0.56,0.61,0.58,0.62,0.00,0.00,1.06,"",0,0.0,-3,-8.3,1,2.9,-1,-2.9,30879,7.2,0,0.0,0,0.0,96,10.3
"20027","2","10","71","0","2021","2","",7,29,28,30,303827,0,0,806,"",3.72,0.31,0.30,0.32,0.36,0.00,0.00,1.17,"",0,0.0,-7,-19.4,-7,-20.0,-4,-11.8,-89848,-22.8,0,0.0,0,0.0,-59,-6.8
"20027","3","10","71","0","2021","2","",19,918,918,936,8284736,6122002,15829,690,"",4.14,3.26,3.23,3.35,3.60,28.77,17.33,1.10,"",0,0.0,92,11.1,65,7.6,12,1.3,-173269,-2.0,-181387,-2.9,2786,21.4,-60,-8.0
"20027","5","10","71","0","2021","2","",257,1907,1936,1937,16441951,6968263,139252,656,"",0.91,0.78,0.78,0.77,0.76,0.54,0.90,0.98,"",8,3.2,87,4.8,46,2.4,16,0.8,511063,3.2,-160614,-2.3,20059,16.8,3,0.5
"20029","0","10","70","0","2021","2","",288,3147,3187,3284,26738972,14112045,115540,642,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",7,2.5,156,5.2,156,5.1,209,6.8,1146835,4.5,806715,6.1,38734,50.4,-7,-1.1
"20029","1","10","71","0","2021","2","",8,35,34,34,414849,0,0,929,"",4.91,0.55,0.53,0.52,0.53,0.00,0.00,1.00,"",-1,-11.1,0,0.0,-2,-5.6,-2,-5.6,-17396,-4.0,0,0.0,0,0.0,-3,-0.3
"20029","2","10","71","0","2021","2","",8,40,40,40,434404,0,0,835,"",4.30,0.39,0.39,0.39,0.49,0.00,0.00,1.27,"",0,0.0,-3,-7.0,-4,-9.1,-5,-11.1,-30823,-6.6,0,0.0,0,0.0,22,2.7
"20029","3","10","71","0","2021","2","",15,674,672,762,6149028,6112837,9894,673,"",3.31,2.19,2.16,2.44,2.55,26.65,14.54,1.12,"",0,0.0,-26,-3.7,12,1.8,80,11.7,58367,1.0,61458,1.0,978,11.0,-15,-2.2
"20029","5","10","71","0","2021","2","",257,2398,2441,2448,19740691,7999208,105646,625,"",0.92,0.90,0.90,0.87,0.87,0.58,0.92,0.98,"",8,3.2,185,8.4,150,6.5,136,5.9,1136687,6.1,745257,10.3,37756,55.6,-5,-0.8
"20031","0","10","70","0","2021","2","",255,3960,3595,3522,63772828,16590696,354756,1329,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",4,1.6,519,15.1,228,6.8,101,3.0,-14777768,-18.8,3330058,25.1,242106,214.9,-443,-25.0
"20031","1","10","71","0","2021","2","",12,54,54,56,722152,0,0,1016,"",8.32,0.67,0.75,0.79,0.39,0.00,0.00,0.53,"",0,0.0,1,1.9,-3,-5.3,2,3.7,32531,4.7,0,0.0,0,0.0,46,4.7
"20031","2","10","71","0","2021","2","",7,25,25,25,307688,0,0,947,"",4.25,0.19,0.22,0.22,0.15,0.00,0.00,0.69,"",0,0.0,-2,-7.4,-1,-3.8,0,0.0,-37259,-10.8,0,0.0,0,0.0,-74,-7.2
"20031","3","10","71","0","2021","2","",22,1152,1031,1080,11306882,7599808,8733,800,"",5.47,2.98,2.94,3.23,1.96,28.18,4.18,0.64,"",-1,-4.3,2,0.2,34,3.4,60,5.9,361063,3.3,533279,7.5,-4540,-34.2,2,0.3
"20031","5","10","71","0","2021","2","",214,2729,2485,2361,51436106,8990888,346023,1567,"",0.86,0.81,0.81,0.79,0.95,0.55,0.98,1.18,"",5,2.4,518,23.4,198,8.7,39,1.7,-15134103,-22.7,2796779,45.2,246646,248.2,-686,-30.4
"20033","0","10","70","0","2021","2","",86,645,644,655,5349338,3446357,13427,635,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",4,4.9,61,10.4,51,8.6,29,4.6,526901,10.9,462462,15.5,4509,50.6,18,2.9
"20033","1","10","71","0","2021","2","",4,6,5,5,51910,0,0,749,"",8.23,0.46,0.39,0.38,0.33,0.00,0.00,0.82,"",0,0.0,0,0.0,-1,-16.7,0,0.0,-7733,-13.0,0,0.0,0,0.0,-61,-7.5
"20033","2","10","71","0","2021","2","",6,13,13,13,140862,0,0,834,"",10.80,0.62,0.63,0.63,0.80,0.00,0.00,1.28,"",1,20.0,1,8.3,1,8.3,1,8.3,19928,16.5,0,0.0,0,0.0,59,7.6
"20033","3","10","71","0","2021","2","",15,250,237,256,2177936,2159435,2786,676,"",11.07,3.97,3.78,4.11,4.51,38.54,35.23,1.14,"",0,0.0,13,5.5,3,1.3,-6,-2.3,458949,26.7,453535,26.6,860,44.7,135,25.0
"20033","5","10","71","0","2021","2","",61,376,389,381,2978630,1286922,10641,600,"",0.73,0.69,0.71,0.68,0.66,0.38,0.80,0.95,"",3,5.2,47,14.3,48,14.1,34,9.8,55757,1.9,8927,0.7,3649,52.2,-63,-9.5
"20035","0","10","70","0","2021","2","",729,13638,13633,13439,147783737,59154792,671138,838,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-19,-2.5,1033,8.2,487,3.7,416,3.2,18279518,14.1,5097272,9.4,251727,60.0,67,8.7
"20035","1","10","71","0","2021","2","",14,96,95,95,1490384,0,0,1203,"",3.40,0.35,0.35,0.35,0.35,0.00,0.00,0.99,"",0,0.0,2,2.1,-7,-6.9,-3,-3.1,107672,7.8,0,0.0,0,0.0,118,10.9
"20035","2","10","71","0","2021","2","",12,388,391,397,4208756,0,0,826,"",2.55,0.87,0.89,0.93,0.86,0.00,0.00,0.96,"",0,0.0,-19,-4.7,-17,-4.2,-5,-1.2,-185459,-4.2,0,0.0,0,0.0,-7,-0.8
"20035","3","10","71","0","2021","2","",50,2946,2953,2878,30012022,22486613,23867,789,"",4.35,2.21,2.22,2.25,2.25,23.38,6.04,1.01,"",-1,-2.0,116,4.1,-31,-1.0,71,2.5,1667379,5.9,1256955,5.9,-4437,-15.7,30,4.0
"20035","5","10","71","0","2021","2","",653,10208,10194,10069,112072575,36668179,647271,849,"",0.92,0.88,0.88,0.88,0.89,0.63,0.97,1.02,"",-18,-2.7,934,10.1,542,5.6,353,3.6,16689926,17.5,3840317,11.7,256164,65.5,80,10.4
"20037","0","10","70","0","2021","2","",977,17009,16964,16815,165394415,68421758,778793,752,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",16,1.7,1090,6.8,867,5.4,635,3.9,11561273,7.5,4110012,6.4,195366,33.5,15,2.0
"20037","1","10","71","0","2021","2","",17,80,85,89,1181186,0,0,1073,"",3.08,0.23,0.25,0.26,0.25,0.00,0.00,0.99,"",0,0.0,-2,-2.4,4,4.9,7,8.5,31478,2.7,0,0.0,0,0.0,-10,-0.9
"20037","2","10","71","0","2021","2","",19,1046,1037,1110,15217309,0,0,1100,"",3.01,1.89,1.90,2.09,2.79,0.00,0.00,1.42,"",1,5.6,-25,-2.3,-35,-3.3,174,18.6,961150,6.7,0,0.0,0,0.0,32,3.0
"20037","3","10","71","0","2021","2","",36,3003,3034,3069,24550850,24465445,28714,622,"",2.34,1.81,1.84,1.92,1.65,21.99,6.26,0.89,"",0,0.0,10,0.3,126,4.3,220,7.7,170788,0.7,165173,0.7,-1619,-5.3,-21,-3.3
"20037","5","10","71","0","2021","2","",905,12880,12808,12547,124445070,43956313,750079,751,"",0.95,0.89,0.89,0.87,0.89,0.66,0.97,1.00,"",15,1.7,1107,9.4,772,6.4,234,1.9,10397857,9.1,3944839,9.9,196985,35.6,22,3.0
"20039","0","10","70","0","2021","2","",137,840,886,932,6894986,2865666,21455,599,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,13,1.6,41,4.9,5,0.5,153293,2.3,102710,3.7,9499,79.4,0,0.0
"20039","1","10","71","0","2021","2","",6,13,15,16,162776,0,0,854,"",7.75,0.76,0.84,0.86,0.81,0.00,0.00,0.99,"",0,0.0,-5,-27.8,-1,-6.2,-1,-5.9,-11887,-6.8,0,0.0,0,0.0,64,8.1
"20039","2","10","71","0","2021","2","",3,10,10,10,116312,0,0,895,"",3.39,0.36,0.35,0.34,0.51,0.00,0.00,1.46,"",0,0.0,0,0.0,0,0.0,-2,-16.7,1482,1.3,0,0.0,0,0.0,67,8.1
"20039","3","10","71","0","2021","2","",25,197,235,263,1367091,1342522,3969,454,"",11.58,2.40,2.72,2.97,2.20,28.82,31.41,0.81,"",1,4.2,15,8.2,42,21.8,27,11.4,108106,8.6,99982,8.0,1847,87.0,-22,-4.6
"20039","5","10","71","0","2021","2","",103,620,626,643,5248807,1523144,17486,641,"",0.77,0.87,0.83,0.81,0.90,0.54,0.82,1.07,"",-1,-1.0,3,0.5,0,0.0,-19,-2.9,55592,1.1,2728,0.2,7652,77.8,12,1.9
"20041","0","10","70","0","2021","2","",520,6189,6287,6477,62635954,30588229,407254,763,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",30,6.1,600,10.7,524,9.1,703,12.2,8867711,16.5,2703320,9.7,142775,54.0,38,5.2
"20041","1","10","71","0","2021","2","",12,85,79,77,1179226,0,0,1129,"",4.08,0.68,0.62,0.59,0.65,0.00,0.00,1.02,"",0,0.0,-5,-5.6,-4,-4.8,-13,-14.4,20975,1.8,0,0.0,0,0.0,113,11.1
"20041","2","10","71","0","2021","2","",10,36,35,33,388373,9580,10,862,"",2.98,0.18,0.17,0.16,0.19,0.05,0.02,1.10,"",1,11.1,-2,-5.3,-3,-7.9,-2,-5.7,-10835,-2.7,-1404,-12.8,-1,-9.1,32,3.9
"20041","3","10","71","0","2021","2","",52,1539,1572,1640,15275609,13293886,21103,742,"",6.35,2.55,2.57,2.66,2.70,26.73,8.80,1.04,"",2,4.0,16,1.1,75,5.0,72,4.6,523124,3.5,158101,1.2,4205,24.9,0,0.0
"20041","5","10","71","0","2021","2","",446,4529,4601,4727,45792746,17284763,386141,763,"",0.88,0.86,0.86,0.86,0.86,0.58,0.96,1.00,"",27,6.4,591,15.0,456,11.0,646,15.8,8334447,22.2,2546623,17.3,138571,56.0,52,7.3
"20043","0","10","70","0","2021","2","",200,2273,2390,2277,23381578,12285128,174656,777,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-1,-0.5,188,9.0,171,7.7,175,8.3,1859232,8.6,943275,8.3,37007,26.9,2,0.3
"20043","1","10","71","0","2021","2","",10,23,29,24,334238,0,0,1015,"",8.84,0.50,0.60,0.53,0.49,0.00,0.00,0.90,"",0,0.0,-2,-8.0,2,7.4,-6,-20.0,1377,0.4,0,0.0,0,0.0,78,8.3
"20043","2","10","71","0","2021","2","",4,13,12,12,148349,0,0,925,"",3.10,0.18,0.16,0.17,0.19,0.00,0.00,1.16,"",0,0.0,1,8.3,0,0.0,0,0.0,14688,11.0,0,0.0,0,0.0,68,7.9
"20043","3","10","71","0","2021","2","",23,802,907,792,6827210,6572507,10660,630,"",7.30,3.61,3.90,3.66,3.24,32.91,10.36,0.87,"",0,0.0,21,2.7,45,5.2,64,8.8,78787,1.2,257113,4.1,-1330,-11.1,-27,-4.1
"20043","5","10","71","0","2021","2","",163,1435,1442,1449,16071781,5712621,163996,857,"",0.84,0.74,0.71,0.75,0.81,0.48,0.95,1.11,"",-1,-0.6,168,13.3,124,9.4,117,8.8,1764380,12.3,686162,13.7,38337,30.5,14,1.7
"20045","0","10","70","0","2021","2","",3197,46391,46771,46738,534408796,209196498,2306254,882,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",185,6.1,4909,11.8,3632,8.4,2302,5.2,49720930,10.3,25526599,13.9,784424,51.5,15,1.7
"20045","1","10","71","0","2021","2","",16,410,418,426,7262583,0,0,1337,"",0.89,0.44,0.44,0.45,0.47,0.00,0.00,1.05,"",0,0.0,-5,-1.2,0,0.0,3,0.7,118639,1.7,0,0.0,0,0.0,24,1.8
"20045","2","10","71","0","2021","2","N",18,0,0,0,0,0,0,0,"N",0.87,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20045","3","10","71","0","2021","2","N",40,0,0,0,0,0,0,0,"N",0.79,0,0,0,0,0,0,0,"N",2,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20045","5","10","71","0","2021","2","",3123,34330,34676,34264,349369590,119161899,2215716,781,"",1.00,0.87,0.87,0.86,0.77,0.58,0.97,0.89,"",183,6.2,5084,17.4,3799,12.3,1864,5.8,46368049,15.3,18616522,18.5,779062,54.2,25,3.3
"20047","0","10","70","0","2021","2","",129,906,918,958,8957779,3904034,31275,743,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",2,1.6,3,0.3,0,0.0,8,0.8,-155631,-1.7,-254135,-6.1,4346,16.1,-16,-2.1
"20047","1","10","71","0","2021","2","",6,22,16,18,212826,0,0,877,"",8.23,1.20,0.87,0.94,0.82,0.00,0.00,0.82,"",0,0.0,2,10.0,-1,-5.9,2,12.5,23388,12.3,0,0.0,0,0.0,52,6.3
"20047","2","10","71","0","2021","2","",5,12,11,11,124126,0,0,842,"",6.00,0.41,0.37,0.36,0.42,0.00,0.00,1.10,"",0,0.0,2,20.0,1,10.0,1,10.0,12256,11.0,0,0.0,0,0.0,-19,-2.2
"20047","3","10","71","0","2021","2","",24,197,200,209,1617343,1600136,1678,616,"",11.81,2.23,2.24,2.29,2.00,25.21,9.11,0.89,"",1,4.3,-9,-4.4,3,1.5,-5,-2.3,-98256,-5.7,-97670,-5.8,-131,-7.2,-26,-4.0
"20047","5","10","71","0","2021","2","",94,675,691,720,7003484,2303898,29597,775,"",0.75,0.88,0.89,0.88,0.92,0.60,0.95,1.05,"",1,1.1,8,1.2,-3,-0.4,10,1.4,-93019,-1.3,-156465,-6.4,4477,17.8,-16,-2.0
"20049","0","10","70","0","2021","2","",82,578,572,576,4693758,3506329,23600,628,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",3,3.8,12,2.1,-3,-0.5,-1,-0.2,341479,7.8,190669,5.8,7781,49.2,43,7.4
"20049","1","10","71","0","2021","2","",7,8,8,8,78628,0,0,756,"",15.10,0.68,0.70,0.69,0.58,0.00,0.00,0.83,"",0,0.0,-1,-11.1,-2,-20.0,-1,-11.1,-29061,-27.0,0,0.0,0,0.0,-132,-14.9
"20049","2","10","71","0","2021","2","",4,5,5,5,61730,0,0,950,"",7.55,0.27,0.27,0.27,0.40,0.00,0.00,1.47,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20049","3","10","71","0","2021","2","",17,300,305,306,2501481,2478929,8377,634,"",13.16,5.32,5.47,5.59,5.91,43.49,60.27,1.08,"N",1,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20049","5","10","71","0","2021","2","",54,265,254,257,2051919,1027400,15223,610,"",0.68,0.54,0.52,0.52,0.52,0.30,0.65,0.97,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20051","0","10","70","0","2021","2","",1088,15168,15252,15325,158448103,48148890,474130,799,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",23,2.2,1389,10.1,992,7.0,638,4.3,11912070,8.1,5147673,12.0,196080,70.5,8,1.0
"20051","1","10","71","0","2021","2","",13,128,133,140,2328934,0,0,1340,"",2.11,0.42,0.43,0.46,0.51,0.00,0.00,1.16,"",0,0.0,-16,-11.1,-6,-4.3,6,4.5,-39919,-1.7,0,0.0,0,0.0,29,2.2
"20051","2","10","71","0","2021","2","",24,1384,1385,1459,18940831,0,0,1034,"",3.42,2.80,2.82,3.01,3.63,0.00,0.00,1.26,"",0,0.0,-10,-0.7,-10,-0.7,79,5.7,84338,0.4,0,0.0,0,0.0,-10,-1.0
"20051","3","10","71","0","2021","2","",23,1623,1659,1720,15193096,15002558,15346,701,"",1.34,1.10,1.12,1.18,1.06,19.17,5.50,0.94,"",1,4.5,69,4.4,156,10.4,134,8.4,831784,5.8,788918,5.6,838,5.8,-13,-1.8
"20051","5","10","71","0","2021","2","",1028,12033,12075,12006,121985242,33146332,458784,779,"",0.97,0.93,0.93,0.92,0.91,0.70,0.97,0.98,"",22,2.2,1346,12.6,852,7.6,419,3.6,11035867,9.9,4358755,15.1,195242,74.1,15,2.0
"20053","0","10","70","0","2021","2","",184,2198,2233,2252,22403010,7517576,62402,774,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-2,-1.1,44,2.0,59,2.7,-27,-1.2,922866,4.3,363719,5.1,5082,8.9,24,3.2
"20053","1","10","71","0","2021","2","",8,25,29,26,342392,0,0,988,"",7.69,0.56,0.65,0.58,0.53,0.00,0.00,0.88,"",0,0.0,-2,-7.4,0,0.0,2,8.3,5024,1.5,0,0.0,0,0.0,15,1.5
"20053","2","10","71","0","2021","2","",7,249,247,249,3072076,0,0,952,"",5.89,3.47,3.44,3.50,4.16,0.00,0.00,1.20,"",0,0.0,-7,-2.7,-19,-7.1,-15,-5.7,-22060,-0.7,0,0.0,0,0.0,44,4.8
"20053","3","10","71","0","2021","2","",30,609,629,606,5725872,3231696,6288,717,"",10.35,2.84,2.89,2.83,2.83,26.44,17.11,0.99,"",-1,-3.2,25,4.3,40,6.8,8,1.3,394411,7.4,203661,6.7,-1114,-15.0,22,3.2
"20053","5","10","71","0","2021","2","",139,1315,1328,1371,13262670,4285880,56114,762,"",0.78,0.70,0.70,0.71,0.70,0.58,0.91,0.99,"",-1,-0.7,28,2.2,38,2.9,-22,-1.6,545491,4.3,160058,3.9,6196,12.4,23,3.1
"20055","0","10","70","0","2021","2","",1063,18770,18859,18974,217180913,82274877,761203,885,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-10,-0.9,681,3.8,595,3.3,36,0.2,14259753,7.0,2649102,3.3,137047,22.0,38,4.5
"20055","1","10","71","0","2021","2","",10,90,92,90,1772866,0,0,1504,"",1.66,0.24,0.24,0.24,0.28,0.00,0.00,1.18,"",0,0.0,-22,-19.6,-18,-16.4,-20,-18.2,-122046,-6.4,0,0.0,0,0.0,187,14.2
"20055","2","10","71","0","2021","2","",17,221,220,224,2573165,0,0,893,"",2.48,0.36,0.36,0.37,0.36,0.00,0.00,0.98,"",0,0.0,-9,-3.9,-7,-3.1,-7,-3.0,-77094,-2.9,0,0.0,0,0.0,4,0.4
"20055","3","10","71","0","2021","2","",16,2738,2756,2810,30028353,28964904,31904,834,"",0.96,1.49,1.50,1.56,1.53,21.66,7.12,1.01,"",-2,-11.1,-2,-0.1,51,1.9,196,7.5,2484617,9.0,2502048,9.5,5210,19.5,45,5.7
"20055","5","10","71","0","2021","2","",1020,15721,15791,15850,182806529,53309973,729299,891,"",0.99,0.99,0.98,0.98,0.99,0.66,0.97,1.01,"",-8,-0.8,714,4.8,569,3.7,-133,-0.8,11974276,7.0,147054,0.3,131837,22.1,38,4.5
"20057","0","10","70","0","2021","2","",827,17097,17357,17086,206218977,65834345,680828,923,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",32,4.0,759,4.6,1153,7.1,1004,6.2,11655372,6.0,-275779,-0.4,224519,49.2,0,0.0
"20057","1","10","71","0","2021","2","",14,193,202,188,4005964,0,0,1586,"",2.99,0.56,0.58,0.55,0.67,0.00,0.00,1.19,"",0,0.0,-9,-4.5,1,0.5,-5,-2.6,307300,8.3,0,0.0,0,0.0,154,10.8
"20057","2","10","71","0","2021","2","",20,217,220,224,2473884,0,0,864,"",3.74,0.39,0.39,0.41,0.36,0.00,0.00,0.91,"",-1,-4.8,-17,-7.3,-15,-6.4,-10,-4.3,-139612,-5.3,0,0.0,0,0.0,6,0.7
"20057","3","10","71","0","2021","2","",29,2340,2333,2011,24152192,21257450,31109,834,"",2.23,1.40,1.38,1.24,1.30,19.86,7.76,0.97,"",0,0.0,29,1.3,66,2.9,168,9.1,1813555,8.1,1743620,8.9,2330,8.1,31,3.9
"20057","5","10","71","0","2021","2","",764,14347,14602,14663,175586937,44576895,649719,929,"",0.95,0.99,0.99,1.01,1.00,0.69,0.96,1.01,"",33,4.5,756,5.6,1101,8.2,851,6.2,9674129,5.8,-2019399,-4.3,222189,52.0,-7,-0.7
"20059","0","10","70","0","2021","2","",617,9470,9608,9501,104843761,49971024,670725,847,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",32,5.5,996,11.8,627,7.0,565,6.3,9133661,9.5,3122793,6.7,290983,76.6,10,1.2
"20059","1","10","71","0","2021","2","",13,63,65,62,914642,0,0,1111,"",3.73,0.33,0.34,0.33,0.30,0.00,0.00,0.91,"",0,0.0,-1,-1.6,1,1.6,1,1.6,-28715,-3.0,0,0.0,0,0.0,-41,-3.6
"20059","2","10","71","0","2021","2","",9,68,67,69,763825,0,0,864,"",2.26,0.22,0.22,0.23,0.22,0.00,0.00,0.99,"",0,0.0,-1,-1.4,-1,-1.5,0,0.0,6600,0.9,0,0.0,0,0.0,16,1.9
"20059","3","10","71","0","2021","2","",32,1482,1472,1455,15194012,14979152,16825,795,"",3.29,1.60,1.57,1.61,1.61,18.44,4.26,1.01,"",0,0.0,-21,-1.4,42,2.9,28,2.0,586418,4.0,562890,3.9,790,4.9,22,2.8
"20059","5","10","71","0","2021","2","",563,7857,8004,7915,87971282,34991872,653900,854,"",0.94,0.98,0.98,0.98,0.99,0.72,0.98,1.01,"",32,6.0,1019,14.9,585,7.9,536,7.3,8569358,10.8,2559903,7.9,290193,79.8,7,0.8
"20061","0","10","70","0","2021","2","",699,12752,12737,12750,141228875,52000464,551875,852,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",32,4.8,330,2.7,116,0.9,-53,-0.4,3356213,2.4,3176396,6.5,147643,36.5,11,1.3
"20061","1","10","71","0","2021","2","",20,2866,2872,2860,46226806,0,0,1241,"",5.06,11.07,11.21,11.19,11.25,0.00,0.00,1.01,"",1,5.3,-128,-4.3,-141,-4.7,-133,-4.4,-404045,-0.9,0,0.0,0,0.0,45,3.8
"20061","2","10","71","0","2021","2","",15,153,157,154,1631620,0,0,811,"",3.32,0.37,0.38,0.38,0.35,0.00,0.00,0.93,"",0,0.0,2,1.3,-1,-0.6,-3,-1.9,-17986,-1.1,0,0.0,0,0.0,-6,-0.7
"20061","3","10","71","0","2021","2","",14,2295,2279,2300,23614065,23297423,35422,793,"",1.27,1.84,1.84,1.90,1.85,27.56,10.90,1.00,"",0,0.0,-60,-2.5,-53,-2.3,16,0.7,326540,1.4,289668,1.3,11784,49.9,22,2.9
"20061","5","10","71","0","2021","2","",650,7438,7429,7436,69756384,28703041,516453,722,"",0.96,0.69,0.69,0.68,0.58,0.57,0.94,0.85,"",31,5.0,516,7.5,311,4.4,67,0.9,3451704,5.2,2886728,11.2,135859,35.7,7,1.0
"20063","0","10","70","0","2021","2","",156,1239,1270,1300,11318355,6292863,35182,686,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",2,1.3,47,3.9,54,4.4,41,3.3,-94079,-0.8,-1856,0.0,-1711,-4.6,-32,-4.5
"20063","1","10","71","0","2021","2","",6,17,12,16,149752,0,0,768,"",6.80,0.68,0.47,0.61,0.45,0.00,0.00,0.78,"",0,0.0,-3,-15.0,-8,-40.0,3,23.1,-5321,-3.4,0,0.0,0,0.0,93,13.8
"20063","2","10","71","0","2021","2","",3,10,10,9,110265,0,0,877,"",2.98,0.25,0.24,0.22,0.30,0.00,0.00,1.25,"",0,0.0,-2,-16.7,-2,-16.7,-3,-25.0,-17549,-13.7,0,0.0,0,0.0,58,7.1
"20063","3","10","71","0","2021","2","",15,429,424,455,3879682,3878298,4035,684,"",6.10,3.55,3.43,3.68,3.80,37.91,19.47,1.07,"",0,0.0,50,13.2,45,11.9,48,11.8,412008,11.9,410624,11.8,328,8.8,-3,-0.4
